Label,VoxelCount,Volume,Subtracted_Volume,Volume_Delta,Centroid.X,Centroid.Y,Centroid.Z
1650,115,115,115,0,327.470,324.243,68.304
1651,870,870,870,0,908.562,380.760,67.694
1652,794,794,794,0,383.547,767.166,67.258
1653,638,638,638,0,331.661,817.412,67.337
1654,1067,1067,1067,0,855.551,918.651,67.236
1655,500,500,500,0,907.524,980.438,67.310
1656,919,919,919,0,875.386,992.448,67.303
1657,821,821,821,0,600.474,1014.613,67.449
1658,530,530,507,23,494.345,1020.302,67.421
1659,709,709,709,0,396.492,16.992,67.700
1660,911,911,911,0,382.923,84.465,67.659
1661,884,884,884,0,298.903,296.420,67.766
1662,511,511,511,0,886.742,309.448,67.699
